chain,address,tx_total,avg_tx_per_day,avg_tx_per_block,max_tx_per_block,min_tx_per_block,std_tx_amount,tx_between_00_04,num_unique_counterparties,same_day_deposit_withdraw,most_common_amount
ETH,0x3c10ce167641093c40df1e5de5e13279e67d137e,7,3.5,1.0,1,1,0.381588,0.0,3,1,0.0
ETH,0x1e33951ce643298db0ea5bf318e330c25ab1ca9d,117,19.5,1.0446,4,1,0.273631,0.1197,9,1,0.0
ETH,0x30f87f448734d23af5600e0bc25a017a8eecc76c,185,2.31,1.0054,2,1,1.440043,0.3351,85,1,0.0
ETH,0x5e8648b201366ebbc08e5973436413cff872c583,11,1.57,1.0,1,1,0.954048,0.4545,6,1,0.0
ETH,0xe93ed0cf261c929f34900a1c119abd2e92a461cb,2,2.0,1.0,1,1,0.002946,0.0,2,1,0.104166726
ETH,0x0519caa4bc3c50294e3f5ce8aec92aa4f1a7dedf,2,2.0,1.0,1,1,0.001414,0.0,2,1,0.07
ETH,0xde1f95b40247685b2aac03d61742a65f7a22c519,17,2.83,1.0,1,1,0.096448,0.0588,8,1,0.0
ETH,0x47a086aec04c792fcc10af10760d6359e43b789a,20,3.33,1.0526,2,1,48.239459,0.0,6,1,0.0
ETH,0x7f3804bc1ae8922d08addb586ff4cbf5dbf4ab88,49,2.72,1.0426,3,1,0.14732,0.1224,22,1,0.0
ETH,0x404f4c126df0127e5bc3ecf2d566099fd29509e1,755,2.69,1.0314,6,1,1.888237,0.2755,283,1,0.0
ETH,0xd82c1802d1f8dd64901ffcbdd9790d2dd2175591,3,1.5,1.0,1,1,0.007638,0.0,2,0,0.02
ETH,0x88605831ebaf2bc97e1873a2c3eaec67d3560a72,15,3.75,1.6667,7,1,0.182657,0.0,5,1,0.0
ETH,0x3fdabbb26e0a059d23e3030f93bef1c544b4bf3e,1313,4.38,1.0538,7,1,25.295149,0.2635,239,1,0.0
ETH,0xc46b70b56c7f536243c56beea24ab7ff3b5ba5d1,3,1.5,1.0,1,1,0.043209,0.3333,2,1,0.1
ETH,0xbbd2dc851a4ac47fb26b5b0e2f922aad2ea163f6,15,3.75,1.0,1,1,1.218332,0.0667,3,1,0.0
ETH,0x7a0bccc921e833ccd4fbda44a201ec706fe3738c,63,5.73,1.0,1,1,0.176115,0.0476,6,1,0.0
ETH,0x43c28f6565a94b366b199a8999d2ca9223889fa3,122,5.55,1.0609,3,1,0.573859,0.459,17,1,0.0375003515625
ETH,0x641003e65166bfb6ad392b2bebbccd2696ac44cd,8,8.0,2.6667,6,1,0.037187,0.0,2,1,0.1
ETH,0x4ab797c1b1f0b7f466408f817a25d860b0bdf6c8,7,7.0,1.0,1,1,0.038962,0.0,2,1,0.00082974
ETH,0x856824f2551f73db936de74766a6b03ecb5f2dbc,36,1.89,1.0286,2,1,0.233692,0.25,14,1,0.0
ETH,0x544ca04077b012f497fcb934f45cf385264903ac,279,1.43,1.0036,2,1,0.094486,0.1362,24,1,0.1
ETH,0xb6117cfbf02bb068e8ac715586957ec4a83bcd43,17,4.25,1.3077,5,1,0.401043,0.4706,4,1,0.0
ETH,0x565982842e02eda4a06a295f8b2d54f64a19fbf3,125,1.11,1.0,1,1,0.199828,0.032,18,1,0.25
ETH,0x139a8600bd030bc0c74301c9356267252fe79eb3,3,1.5,1.0,1,1,0.061664,0.0,3,1,0.11250854
ETH,0x39ee48d54fd9a3b637c6c856dd78c7ea940a6164,6,2.0,1.0,1,1,0.009898,0.1667,3,1,0.01
ETH,0x0b9d5eda0a19a8a9c41fca2fc9a6cc7103bceb95,9,3.0,1.0,1,1,0.438579,0.0,7,1,0.037
ETH,0xacd231250fc58a0513b32be6510fb5976aaf2a45,54,2.25,1.0,1,1,0.486087,0.1852,34,1,0.0
ETH,0x349aad684af051f241721e1e47d0bfe137096ab6,3,3.0,1.0,1,1,0.126321,0.0,3,1,0.247
ETH,0xd2ec350e64ca069d4224bbd0a74a9265fe836c38,30,2.5,1.0,1,1,0.455528,0.0667,6,1,0.0
ETH,0x180f5d29dc7fb49d8f618f0edeff1d4449fc7133,23,5.75,1.0,1,1,0.39893,0.3478,6,1,0.0
ETH,0x673b1091bd75d8085485812320eb007b51523c77,10,1.67,1.0,1,1,0.309705,0.3,5,1,0.0
ETH,0xae4176d524dd2297df9a7d4f9efb3ff31c05feba,89,14.83,1.3284,7,1,0.500741,0.0899,12,1,0.0
ETH,0x52292be103ddc2ed194aa10e4b7ad0de5c7be11c,6,3.0,1.0,1,1,0.779132,0.0,4,1,0.025
ETH,0x23abd92b4c13eb01f4335f41a5e3edea022d4af8,193,1.25,1.0052,2,1,0.518525,0.6788,32,1,0.0
ETH,0x2aa00e482e9893ed9a819676ff1e8145adff752e,37,9.25,1.0278,2,1,6.042216,0.2703,8,1,0.0
ETH,0x0a51c3967b3abc3f40e404a4a4f0317c906f3e1f,15,5.0,1.0714,2,1,0.049541,0.0,3,1,0.005368511815973413
ETH,0x7383c79bc8f6b1ff27a58756841badd01bfb388c,65,1.76,1.0,1,1,0.695642,0.1077,39,1,0.0
ETH,0x88fdfeeec00b2ed29a72cdde7bd9bf749645ba4b,2,2.0,1.0,1,1,0.007071,0.0,2,1,1.0
ETH,0xbe5ce7196d77cd062dd4c83796f31543c89424e0,22,4.4,1.0,1,1,2.886231,0.0,9,1,0.01
ETH,0xf06e3742925633996bdb1da4a6f50564f3dda8d0,20,2.86,1.0,1,1,4.659445,0.05,10,1,0.0
ETH,0x410fba5a4bba3699664f5b444105d28d6790e488,9,4.5,1.0,1,1,0.994382,0.0,3,1,0.0
ETH,0xe716212b7bf679682f3326107ec3004da4dd2d71,2,2.0,1.0,1,1,0.007072,0.0,2,1,0.29158781
ETH,0x4a46d9b289eccbe4dfb28e7286e0c328bfe1aa41,14,3.5,1.0,1,1,0.710675,0.4286,3,1,0.005
ETH,0xc422e811d6fa4182ed91f7bc94ca21bd3a79e848,9,3.0,1.0,1,1,0.035461,0.0,4,1,0.11003473645601847
ETH,0xc037b0ad602ff7de438b1167a73bf2734650c973,23,2.88,1.0,1,1,0.518748,0.0435,10,1,0.0
ETH,0xd6effb1dfdf0dda4d60b905348213422a68bf700,5,5.0,1.0,1,1,0.04253,0.0,2,1,0.00089419
ETH,0x3b66504201dd0b4f81847280c9280e2782731884,3,1.5,1.0,1,1,0.011417,0.0,3,1,0.0303
ETH,0x08e5449c079b26a88d8a0381db1ab19eb0f30368,9,9.0,1.0,1,1,0.364152,0.0,2,1,0.20091765
ETH,0xb2383b1b835aef17832922347c38bb5534a3be70,9,3.0,1.0,1,1,0.352035,0.0,4,1,0.01
ETH,0x7c0a86e4a439d200e179c253b2daa5f638937f5f,100,3.33,1.0526,5,1,0.735093,0.32,29,1,0.0
ETH,0xd8a7066234df544b42aac1e43e2b78964c5a3eef,5,2.5,1.0,1,1,0.370598,0.0,3,1,0.77286
ETH,0xce1676e3d87fb495cc2f0717869f411ce5b8b124,31,3.44,1.069,2,1,2.867995,0.1613,9,1,0.0
ETH,0xfbca0ef05c0781634de2360a52906bcfda336e5a,83,2.59,1.0375,3,1,2.887119,0.0602,31,1,0.0
ETH,0xca81d54a22609bc9e666f24df86b472f3e1cd2da,14,2.33,1.0,1,1,1.157296,0.2143,6,1,0.0
ETH,0xafa708eae861d0936bab2409259bce4659c9e37f,14,3.5,1.0,1,1,0.053943,0.4286,5,1,0.0
ETH,0x50bfd1bdab75f8c2856ffddf946fdef59dd9b5ea,38,3.8,1.0857,3,1,0.983374,0.0789,10,1,0.0
ETH,0x8e3412b7016c68de0140a366697a0afb6928b33d,111,2.02,1.0278,2,1,3.488344,0.1532,41,1,0.0
ETH,0xefeb1dd2069fbf15f214d227779363779a15e9cc,5,5.0,1.0,1,1,0.737111,0.0,3,1,2.01
ETH,0xbdc854ac3300fbd4bbcca747373aa4a23c77204c,17,2.83,1.0,1,1,0.11185,0.0,4,1,0.0
ETH,0x5e9ba1ddfa298957f9e54ff2986d4d9e7849152a,179,2.89,1.0407,3,1,0.140556,0.2402,54,1,0.0
ETH,0x51574cad0b6e6115d8f6e9ecf228d2ef7fbe0e0e,203,2.28,1.0741,7,1,0.815858,0.2365,87,1,0.0
ETH,0xc6301bc8dbb2ffd4bcda1ae4f15623cbb1c4c687,134,1.17,1.0308,2,1,0.083826,0.0,8,1,0.0
ETH,0x3f427e619bf33184da208ae03c9ec0cd824def6f,3,3.0,1.0,1,1,1.125392,0.0,3,1,0.1
ETH,0xac825a6846a94089b2ea198bfba9bb3f80c9fe12,12,3.0,1.0909,2,1,0.34017,0.0,7,1,0.0
ETH,0x0e39cdcedb3ec2e35a4018e0729b4c6b4efb7cd8,2,2.0,1.0,1,1,0.006427,0.0,2,1,0.05
ETH,0x011ebec321fb67adb6fa31c4811fde8a14d5fee3,41,5.12,1.0513,3,1,0.020453,0.0244,13,1,0.0
ETH,0xc755437f21cdebc1862880b3f11c91f39c9a6800,12,4.0,1.0,1,1,0.350382,0.0,3,1,0.0
ETH,0x803dc773577b2975fef2d7753b35e03810e174c0,3,1.5,1.0,1,1,0.517824,0.3333,3,1,1.045
ETH,0xdb03e8f979866c795de282dfc478fbe18c0f7800,15,3.0,1.1538,3,1,0.451262,0.0,5,1,0.0
ETH,0x7859a4fe801ee2473a5f2f0e6ad37ed266910357,448,5.46,1.0323,3,1,1.338256,0.067,47,1,0.0
ETH,0x1aa0c6b033c9987d4177a129dca61d7bcb307f92,2003,5.81,1.0246,3,1,4.463738,0.1987,341,1,0.0
ETH,0x283a190ee5dcb4e8c2b261932d99abc47d6b9f2b,2,2.0,1.0,1,1,0.034761,0.0,2,1,0.15
ETH,0xb45ec7507ed1213a674d22f306cfca0b44833d4d,5,1.67,1.0,1,1,1.588584,0.0,3,1,0.0
ETH,0xce750abda1c96e0a8812c0420776c131632dd005,2,1.0,1.0,1,1,0.001414,0.0,2,0,0.08
ETH,0xa031361a782fda3018a2d27ba388ec6db7dab409,5,1.25,1.0,1,1,0.060749,0.4,5,1,0.00381106
ETH,0x8304077b0b973bd21b29524a0b448515bfab3b0b,70,6.36,1.5556,9,1,1.265465,0.0,17,1,0.0
ETH,0x0a58956bebef67f0430a9c85fa202a871be7ce48,2,2.0,1.0,1,1,0.00289,0.0,2,1,0.494087
ETH,0x9050535d8009de428c70b9038c798f2001e9e020,6,2.0,1.0,1,1,0.348601,0.0,5,1,0.399
ETH,0x1a548c33be3f780fbff1cfe6d612b4b09aa3226b,21,1.91,1.0,1,1,0.493777,0.1429,11,1,0.089
ETH,0x7151f647085f217977d545bf41ca931321aa322d,19,2.71,1.2667,3,1,0.306853,0.3684,11,1,0.0
ETH,0x01f793203957e4065a28aa6369118a574a4e7508,177,2.33,1.0,1,1,0.310846,0.1412,100,1,0.0
ETH,0x5d28d728319f22732d7ce02acbb837403bae17db,3,1.5,1.0,1,1,0.103752,0.0,3,1,0.21678728
ETH,0x4cd61ec45e3d1a4932cdeb7bd465ff1ec7026e99,21,5.25,1.0,1,1,2.741828,0.0476,5,1,0.0
ETH,0x58b8c15ee4ee82a3cae0a7e7c05ddf6657b8f0dd,8,4.0,1.0,1,1,1.085499,0.0,5,1,0.0
ETH,0x3014ecf6aba8d8ea76e1e9cf325b99a593a4fad4,9,1.8,1.0,1,1,0.63444,0.4444,6,1,0.0
ETH,0x96862f066b1fec54e8fca3274bcce6481f735c53,2,2.0,1.0,1,1,0.038891,0.0,2,1,0.08
ETH,0x11e4857bb9993a50c685a79afad4e6f65d518dda,1058,2.79,1.0362,9,1,4.745176,0.172,279,1,0.0
ETH,0x7310f685cd296383d13595d26f20ca887f5a0c81,45,5.62,1.0976,4,1,8.051836,0.0889,8,1,0.0
ETH,0x7ae56ab443a860863b95c1b92638927ae4904822,126,1.97,1.0244,2,1,1.228312,0.0952,48,1,0.0
ETH,0x9e41feb8c7e9e553407c9ef0c77be5f6cccb2d3e,2,2.0,1.0,1,1,0.007071,0.5,2,1,0.11
ETH,0xaf4f1872b08223bab61b1a14d825e7709c62ab79,6,6.0,1.2,2,1,0.112446,0.8333,3,1,0.1
ETH,0xc772835c162dab8df379470040a5442c3f89b053,3,1.5,1.0,1,1,0.128752,1.0,2,1,0.26
ETH,0x82694ecad30bbf1aabd4c8f1e3fe5861186711c7,9,4.5,1.0,1,1,0.057941,0.1111,3,1,0.0
ETH,0xb4d0298009c975795f9496cc3ce25a609660901f,2,2.0,1.0,1,1,0.000707,0.0,2,1,0.008
ETH,0xa648fcff775a39b9fccfa5cd30377391c4edd3a5,46,2.0,1.0455,2,1,1.304399,0.2174,20,1,0.0
ETH,0xc14f8469d4bb31c8e69fae9c16e262f45edc3635,28,4.67,1.0,1,1,49.377822,0.0,9,1,0.0
ETH,0x6aa7baf78c534d6dfd9ecf2fe7e68309efdbd88e,48,6.86,1.1429,4,1,2.923775,0.0,4,1,2.0
ETH,0x2e98dd1bf5951fa356dcd4fcbd96e8dc44750924,56,8.0,1.0,1,1,5.691254,0.0,11,1,1.1
ETH,0xda3969d1f4c51d015b21b858a6af5ca6f49b6613,58,4.14,1.0943,3,1,2.442358,0.2069,24,1,0.25
ETH,0x95902bcc8e230660a13157fc3ea75a0b28ac141c,29,2.42,1.0,1,1,127.079225,0.0345,10,0,0.221
ETH,0xe9c7dd98d6a90e56f6b40b9d7da0c2ac6c408446,743,5.67,1.0206,2,1,2.021301,0.0996,203,1,0.0
ETH,0xe2f8f792881baa154ed1bd34544cadbe0b56980f,55,5.0,1.0185,2,1,6.158021,0.1091,28,0,0.25
ETH,0x8b60ff3568685252614dad145d62bae76c3b632f,121,1.21,1.0254,2,1,5.028282,0.0744,22,1,0.25
ETH,0xac75b73394c329376c214663d92156afa864a77f,3449,4.95,1.0877,27,1,20.072387,0.4497,335,1,0.0
ETH,0x002c6940c6e15037aefc979d3c4ca9b8ad63b632,25,2.08,1.0,1,1,1.100042,0.0,9,1,0.0
ETH,0x9f2efe9cf35870ce90199e518e3e0a0a9e75f628,100,3.45,1.1628,9,1,19.114142,0.22,25,1,0.0
ETH,0x0987ee85897f2afe6b74b82ed1f126b799227e8c,82,2.0,1.0,1,1,27.265393,0.061,29,1,0.0
ETH,0x2d83697e57b8ea27eb9bf1ef0d0a54c41adbeeb3,8,8.0,1.1429,2,1,0.333953,0.0,5,1,0.221
ETH,0xd3b59cae1175d2380434365fd0dc11b33c3f5189,5,5.0,1.0,1,1,0.51921,0.0,4,1,0.221
ETH,0xd10c7abc7dd0e2cc30a6eda9a2fc868cb244c8b9,660,2.45,1.0201,5,1,777.46317,0.2409,137,1,0.0
ETH,0x83a994bc4bb20eef8cbd6a15a4e3527ab53c57ad,13,6.5,1.0,1,1,1.092279,0.0,6,1,0.3
ETH,0xad165a88933f0fb45e8c8b7464ac9d3fb26bc534,383,3.36,1.0351,4,1,5.561043,0.0496,120,1,0.0
ETH,0x9a005bb2ea938194cfdc5e7183d7abc023a6d15e,6,3.0,1.0,1,1,0.200206,0.0,5,0,0.23
ETH,0x6934d7f82b6d57b630bae786c10a8651c639f7d7,193,2.03,1.0,1,1,39.610314,0.0155,45,1,0.0
ETH,0x7b1a6a4c0cf436a244870e43b4acdc7492c80696,29,2.42,1.0,1,1,1.33918,0.1724,15,0,0.25
ETH,0x59ac92f7c1692b74e17e32062c4f8bffb93b14b4,187,17.0,1.0275,5,1,1.142717,0.0,6,1,0.221
ETH,0xdb70aef0aa71dc73c0f2dddd039dae5c3d2ad58b,7,7.0,1.0,1,1,0.294434,0.0,4,1,0.221
ETH,0x054120ed92b87e6934cfc573ec130334196fa22c,82,2.48,1.025,2,1,1.105762,0.2073,11,1,0.221
ETH,0xc77bd6f9e08af05c7f64dbc5bb0a2225c64216a0,8,1.6,1.0,1,1,2.015311,0.0,4,1,1.0
ETH,0x20cb942514887def972ebb163508a7e090b2baf1,57,14.25,1.2391,4,1,1.314486,0.7018,9,1,0.221
ETH,0xd220d07c155a549834fa24e2a5e7cbabd2b76979,22,2.2,1.0476,2,1,4.189466,0.0455,7,1,0.0
ETH,0xe044335254bf7e91f87e886653d1d83225d75b3f,1076,3.86,1.0019,2,1,0.618297,0.3243,116,1,0.0
ETH,0x245133ea0fb1b77fab5886d7ffb8046dfeff3858,3088,22.06,1.0376,3,1,1.509172,0.0019,95,1,0.5
ETH,0xb425c25a09400a2ea9d7a91098a40dd1ee358e70,127,1.74,1.0496,3,1,26.981718,0.1654,39,1,0.0
ETH,0xfa084248848cc4edc38d5410aa4651cd40ee0afd,334,41.75,1.5905,7,1,0.669091,0.0629,15,1,0.221
ETH,0x32be343b94f860124dc4fee278fdcbd38c102d88,10000,666.67,1.6946,25,1,7150.432045,0.105,2027,1,4.99895
ETH,0x6e2379333ac6023592f1085dcdd0c58ac134df14,15,7.5,1.0,1,1,2.303052,0.0,3,1,0.221
ETH,0x8981ebcb3e15e6d4c7ef31bbda448a0398795d91,13,1.86,1.0,1,1,0.665063,0.0769,12,1,1.0
ETH,0xa1bf9699ebdfe49dc65373ce136cbfb8996ebbc0,11,5.5,1.1,2,1,0.477608,0.0,6,1,0.35
ETH,0x7ac8355f3dac221e9cf51c836a47ea2759feac03,9,3.0,1.0,1,1,2.747514,0.0,6,1,0.221
ETH,0x38dd7ecfe708c768f14d51bd8c2b711ac108d963,13,6.5,1.0,1,1,0.590947,0.0769,6,1,0.3
ETH,0x80e169bd23499abcf22e69b6ea311dd90af44181,260,9.29,1.3978,7,1,27.628509,0.0038,29,1,0.3
ETH,0x5d4c8ab2a2ee8cc80e81e6bc2d0564aa9defd6d0,257,7.79,1.1525,6,1,0.140062,0.0039,5,1,0.1
ETH,0x02fb59bc520cc9fc3c49e12efbc50f06bf78bacf,181,2.35,1.1456,5,1,0.728652,0.1934,60,1,0.0
ETH,0x90b99153b2ae260486435b9d4faf0bf88da3b5f2,349,2.77,1.0295,3,1,0.162932,0.0774,115,1,0.0
ETH,0xd7b7bc80441966f033cc145820ee3d9726fb819c,19,2.38,1.0556,2,1,0.030636,0.3684,7,1,0.0
ETH,0x6a966c097e688ea2cc45dbfb7597c21d750476f8,113,2.57,1.018,2,1,0.082569,0.3628,34,1,0.0
ETH,0x2a269950b821d8e24604170db1d1f0ef0e3cf164,46,11.5,1.0455,3,1,0.431293,0.0,6,1,0.01
ETH,0x455b869d8f9d8cdb7612aa1831ed3a4c4b2c30c4,43,3.31,1.1622,3,1,0.003817,0.0465,12,1,0.0
ETH,0xfc3ae9530fedf1d544876cb91271834dc5fc6b79,49,1.88,1.0426,2,1,2.110743,0.0204,11,1,0.0
ETH,0x08b224625c88231033218fc9e648c5d4af02ebb2,805,4.85,1.0691,5,1,0.030852,0.1814,239,1,0.0
ETH,0x46d0cf1545bb9342a67275ea4fca9d3403af9872,131,5.24,1.0234,2,1,257.528638,0.0,31,1,0.0
ETH,0x33ce6e0415e0de02e182b57594d656ad8220c0a9,4072,42.86,1.0147,8,1,0.850916,0.0282,367,1,0.03
ETH,0x6e7c97195f8de20969e0f9f81a76a648c10c2305,15,3.75,1.1538,3,1,9.300082,0.0,6,1,0.0
ETH,0x5cd8f9f765122d319738ffcd1d621c0868389601,38,4.22,1.1176,2,1,35.240304,0.0,5,0,0.0
ETH,0xb150ef5beea205c4be79157c63823858280f9edb,10000,769.23,1.3473,25,1,5.299018,0.0768,10,1,10.2
ETH,0xfc291c2945493616c3a5619411cb6de29c24d22c,963,8.75,1.4459,6,1,0.033662,0.0052,10,1,0.01
ETH,0x4c6c95f24e9b7e97ecf91f2c051ca802c76f3060,107,3.06,1.1263,6,1,2.157468,0.0187,35,1,0.0
ETH,0x2344044e7994d27a4ef3ebb30a1ddb5631716caf,15,2.14,1.0714,2,1,0.007193,0.1333,8,1,0.0
ETH,0x7bf46fc40af84d8029d93836bab26cce191c66b5,82,2.1,1.0123,2,1,0.737681,0.0244,12,1,0.0
ETH,0xddc58f7839a71787eb94211bc922e0ae2bfb5501,312,2.12,1.013,2,1,0.577422,0.0128,88,1,0.0
ETH,0x25d025fe0aac26d1b996aca91bd233e1e7e9b319,177,4.42,1.0172,2,1,0.328836,0.0056,24,1,0.011
ETH,0x212759b6f60d86423c4958d6ffdbc73a56a5cb1e,321,2.63,1.0355,4,1,0.592087,0.2586,104,1,0.0
ETH,0x747bf29ef0ce2a1918c1d9205fa774c627182425,6,1.5,1.0,1,1,0.011797,0.1667,5,1,0.01
ETH,0xf12e7a0f52fbdeb1951d5abb597e4889b26bbe24,156,4.73,1.0,1,1,0.812455,0.0064,29,1,0.0
ETH,0x9c63ee210e54fa6934bc70be081ef139329c2e94,125,6.58,1.0504,3,1,0.575177,0.0,8,1,0.1
ETH,0x6a5df3cbdf0cc1b56cbde2597049f7932bacb966,56,5.09,1.0769,2,1,0.240695,0.0536,24,1,0.0
ETH,0xd7088f9e64bb39aa423d3acaca63770a09af564a,309,4.48,1.0232,3,1,0.920444,0.0615,17,1,0.01
ETH,0x68656570694e8e8479dc8d6d5328662b4b99d264,2,2.0,1.0,1,1,0.003751,0.0,2,1,0.11250437
ETH,0xb1c66a4fc4ec28cab92a5f3e60b76429db196834,900,3.44,1.0216,3,1,0.173354,0.2278,241,1,0.0
ETH,0x4fb105c3daad33bf8d3882a28c5f56d7c6ee388c,14,3.5,1.0769,2,1,3.372579,0.2143,9,1,0.0
ETH,0x165ee62da292ec66e43a2214423ccaa7ab9911c2,325,2.3,1.0062,2,1,11.053022,0.1569,124,1,0.0
ETH,0xd2077e24e89b846fb574eb1cbb63a5b1c502b2e4,218,2.69,1.0046,2,1,0.513221,0.0092,40,1,0.0
ETH,0x6d4e6a33cb919993c973aeaab5dbbd0d356386b8,18,3.0,1.0,1,1,0.056053,0.0556,14,1,0.05
ETH,0xf2c70bf821ca7c6c18ae941b3534e77f0bcf626e,10,10.0,1.4286,4,1,0.006116,0.0,5,1,0.0
ETH,0x330505f88b779c099dfbad074abe6c85f22c55e6,10,3.33,1.0,1,1,0.035624,0.0,5,1,0.0
ETH,0xbf007514953a78d3ee0faa48880b62606a438d06,3087,31.18,1.0181,6,1,1.527107,0.1526,118,1,0.01
ETH,0x93bcf90207e14317ef95f27c78370ca9591cecfb,14,14.0,1.0,1,1,0.116331,0.7857,3,1,0.01
ETH,0x2436dbc048d241ee618430c1531ed9372946c2e1,136,8.0,1.0226,2,1,2.303538,0.0,5,1,0.01
ETH,0xc24e17e317ec5a8ff4359e0cd9297eba4e254a9e,42,2.62,1.0,1,1,5.99832,0.0,6,1,0.0
ETH,0xb47b65ac9064f003eba9cbccce554325a5edc5f1,773,17.18,1.0293,3,1,5.498417,0.2937,67,1,0.0
ETH,0x5b23415559dbd9e475e36966b59358ea58a09820,3388,62.74,1.0607,4,1,0.344174,0.07,22,1,0.1
ETH,0x5c7ab6db8c0df44fbb45e5ffdcc7045a70662267,346,14.42,1.1457,6,1,0.054517,0.0,7,1,0.01
ETH,0x5241f2cd98eab7001fb011745c51b4e6f8ae829b,3,1.5,1.0,1,1,0.005771,0.0,2,1,0.01
ETH,0x8f737f1d3cf37f60a4840582403f1e4aee98296e,980,7.54,1.0403,4,1,0.926298,0.1327,119,1,0.0
ETH,0x9b5cfd35cd4d76a7c8eb9724b5763da49dfa332d,10000,61.35,1.358,13,1,0.375415,0.2421,41,1,0.0
ETH,0xe5bd5b8056d9d07f9fe9d01f35d033303029a637,20,2.86,1.1765,2,1,0.07635,0.0,5,1,0.01
ETH,0xff25ce54c784c96e0d7ec5d2c21e8fe283dc9be2,4,2.0,1.0,1,1,0.070873,0.0,3,1,0.015
ETH,0x4c1d15d71e65f7ca221c04f024cd2950850abd62,45,5.0,1.0227,2,1,0.101833,0.0667,17,1,0.0
ETH,0x6829c3846f8ecd7538797bc5d781b90df00b5e4f,8,2.67,1.0,1,1,0.01781,0.0,3,1,0.0
ETH,0x5fefcc5c7034a0fe27e1001f59914889b5621509,4,1.0,1.0,1,1,0.071948,0.0,3,0,0.2
ETH,0x0af57fe6577e2c77cdebb6f2b1ed6c150ea8df41,4,1.0,1.0,1,1,0.087885,0.0,3,0,0.2
ETH,0x65956cb87e1b0d8263287bdd8edf3dcaf727b8ed,4,1.0,1.0,1,1,0.080092,0.0,3,0,0.2
ETH,0x9159dd296364e8c1930d69d94fb320b5cefd2fed,4,1.0,1.0,1,1,0.078865,0.0,3,0,0.2
ETH,0x42c408961b58d0551f9d4e43ef9ab606d137562d,4,1.0,1.0,1,1,0.075724,0.0,3,0,0.2
ETH,0x50afbc401557d0ac9a1c28a13f8ab0911c932a47,4,1.0,1.0,1,1,0.084714,0.0,3,0,0.2
ETH,0x2b4612b1558705c1fdf5b490ef21066d3972c017,6,1.0,1.0,1,1,0.088424,0.0,3,0,0.2
ETH,0x7cd484bd48108f52d875538ced16f77604deb862,4,1.0,1.0,1,1,0.07943,0.0,3,0,0.2
ETH,0x236425097789b5ae03b8a47f3a3e091ff7e521f9,4,1.33,1.0,1,1,0.074857,0.0,3,1,0.2
ETH,0xde64a6a2265a308e5bc8053820f4ab51ae4aeca0,1032,14.74,1.0088,3,1,0.405255,0.0397,65,1,0.01
ETH,0xd53ab21a0f9eb97996ee7a4e056054ac30460aa5,3,1.0,1.0,1,1,0.060265,0.0,3,0,0.2
ETH,0x0fe3cc56ea953f8e59d5b07132a6f0b63544389c,3,1.0,1.0,1,1,0.106154,0.0,3,0,0.2
ETH,0xa8dddf6a3b58c064be5f8e6c429b7e98388460ab,3,1.5,1.0,1,1,0.070092,0.0,3,1,0.2
ETH,0xa762625d99a75edf7304ba178f0201d68d190317,3,1.0,1.0,1,1,0.081693,0.0,3,0,0.2
ETH,0x73a8e75471ddbd65cbc6fcad33638746c13ba082,3,1.0,1.0,1,1,0.069471,0.0,3,0,0.2
ETH,0x863012c0660e6ca7c856badbba1a1453d6e183d8,3,1.0,1.0,1,1,0.072928,0.0,3,0,0.2
ETH,0x2a8e96fad5e83a54d73751809abb3237a569db05,3,1.0,1.0,1,1,0.069405,0.0,3,0,0.2
ETH,0x40797e50fbb9ff28f9daf62b519e52fc5c67e872,3,1.0,1.0,1,1,0.061619,0.0,3,0,0.2
ETH,0x4bee8d4edc565d2beb7ecc2e752b1da85ad7c012,5,2.5,1.0,1,1,0.552698,0.0,2,1,1.0
ETH,0xcac42701fd21ead7d9ffd422e0ddf5659af238eb,3,1.0,1.0,1,1,0.061145,0.0,3,0,0.2
ETH,0x8c464a572be7d6985254ff8c0a2d797e094ccd51,11,2.2,1.0,1,1,0.175751,0.5455,6,1,0.0
ETH,0x07523bcfc76930a2c84e3df169379aca0c374783,3,1.0,1.0,1,1,0.078766,0.0,3,0,0.2
ETH,0xef785cab0312da9012cbaf96c850ea0f7bf14106,13,2.6,1.0833,2,1,110.167981,0.3077,3,1,0.0
ETH,0x290335ca083b691b941d52ff546ff320fdaeec86,1830,6.58,1.0702,13,1,2.049006,0.1923,161,1,0.0
ETH,0x46065aa1bd6f90149ffb9844b6383fb923bc3880,85,2.36,1.0897,3,1,0.016718,0.0353,51,1,0.0
ETH,0x37e455fcc00d1607a098e29172e4198678f2b35c,2,2.0,1.0,1,1,0.000112,0.0,2,1,0.00285838
ETH,0xb3397a6feedff2b9fce9ca1086cb1bdd617c16bf,2964,3.5,1.0563,6,1,0.737927,0.2028,838,1,0.0
ETH,0x30b859e174228ac37c62b3b565a3ac29abb5af26,19,2.11,1.1176,3,1,0.059627,0.0,9,1,0.0
ETH,0x3d41bd2623c454ccf12cb1a943b3a2fe1a7a3f86,302,3.25,1.0342,3,1,0.209158,0.2649,87,1,0.0
ETH,0x773e0ddf7675103cbc1e3ad706d9e203fa2db836,9,9.0,1.0,1,1,0.47158,0.0,3,1,1.0
ETH,0x2ccf0aab662084b81d61275d20fecf341c64f3cc,44,3.67,1.1282,2,1,0.04982,0.5227,20,1,0.0
