chain,address,tx_total,avg_tx_per_day,avg_tx_per_block,max_tx_per_block,min_tx_per_block,std_tx_amount,tx_between_00_04,num_unique_counterparties,same_day_deposit_withdraw,most_common_amount
ETH,0x9b63af540515be1072045a6b37bf04d167a1ea04,354,8.05,1.1203,3,1,0.17847,0.0621,26,1,0.0
ETH,0xbd70d89667a3e1bd341ac235259c5f2dde8172a9,1727,5.4,1.3772,25,1,0.793814,0.2218,322,1,0.0
ETH,0xbf392638f196a086190d89d9bdcb32435f943ac0,291,3.93,1.0211,2,1,0.801039,0.0928,47,1,0.0
ETH,0xb03bef1d9659363a9357ab29a05941491accb4ec,7142,13.42,1.0846,9,1,9.744688,0.2453,690,1,0.0
ETH,0x10edd43fced236ffd490fe60bd4331a912fbc93d,286,3.97,1.007,3,1,5.04812,0.1224,72,1,0.0
ETH,0x714a4b71f9a8361be4b1f07db5519ced3172df73,911,3.41,1.0388,7,1,0.614356,0.2964,251,1,0.0
ETH,0x718ffdc2b4e813e7d200c6086b5425fd6a219cff,1723,6.6,1.1343,14,1,18.238055,0.1596,263,1,0.0
ETH,0x9bbda26f6e9e0ede753d87aecc1130a4fd37c628,48,4.8,1.6552,20,1,0.617724,0.2708,10,1,0.0
ETH,0x5a7c11a896faba489dd5fa6a32fa6ce712b9b2aa,82,2.1,1.025,2,1,0.077597,0.2683,14,1,0.0
ETH,0x0de20f3cc859eba7339b37a860e98696ad748103,1338,12.99,1.019,5,1,4.874928,0.2691,98,1,0.0
ETH,0xc951d3463ebba4e9ec8ddfe1f42bc5895c46ec8f,10000,22.47,1.0241,11,1,2.439657,0.1567,1220,1,0.0
ETH,0x6159c9210331a2da26a502bc4ae00eefe68de109,300,2.31,1.0638,10,1,0.340639,0.3033,126,1,0.0
ETH,0x15eec5542d523f06704cb5cc5b6ae8ff15ad1b1b,99,3.19,1.0,1,1,10.168272,0.1717,30,1,0.0
ETH,0x3b7137ef234e0a6bce37b19d3e1c4bb4584e0866,502,2.92,1.0524,4,1,1.115935,0.1793,223,1,0.0
ETH,0xb3c79791600611c0081f5fba51f0998df59c6d8b,893,17.51,1.0022,3,1,0.55456,0.1971,31,1,0.0014
ETH,0x564cbde1252fd0bdc145062f7ea2ac976704b5f3,841,2.44,1.0294,4,1,0.025899,0.264,119,1,0.0
ETH,0x71c2ceebd09c7a543722b1ecc02683b82c62991c,89,4.68,1.8163,6,1,2.409886,0.0337,16,1,0.0
ETH,0x2e178180b1b6fdbb512c9fadaacadb6a1c535c29,145,6.59,1.3551,6,1,2.12418,0.0276,20,1,0.0
ETH,0xfea0904acc8df0f3288b6583f60b86c36ea52acd,10000,24.81,1.0401,7,1,17.040932,0.1143,553,1,0.0
ETH,0xb3ce20155ecf1b625b758ad644c66220a8ac03e0,129,2.53,1.0,1,1,1.438321,0.2636,18,1,0.0
ETH,0xd72051dd2c319355f528272cc10e6e9b73d3eb91,163,6.79,1.0062,2,1,29.018799,0.1963,21,1,0.0
ETH,0x16fad6b2f34ae06f540da3cd3d9657de947bc638,55,2.62,1.0185,2,1,0.659073,0.3818,24,1,0.0
ETH,0x20c945800de43394f70d789874a4dac9cfa57451,1422,9.48,1.0756,5,1,2.678646,0.1589,299,1,0.0
ETH,0x6d0acdd986b7589295a43c91b95fd1f26fbc59f6,1818,11.96,1.0094,2,1,1.041246,0.1766,133,1,0.0
ETH,0x1e9c708a6812ac90d81e3d07b5ab712ef14c887a,359,8.55,1.0113,4,1,4.703673,0.2173,55,1,0.0
ETH,0xe7eca2a94e9d59848f3c1e1ffaacd881d4c3a4f2,7983,19.24,1.3354,39,1,4.30186,0.1354,533,1,0.0
ETH,0x30463591eb0ada0e68836bc91872c6594cce524f,51,3.92,1.0,1,1,0.189515,0.0,20,1,0.0
ETH,0xbce3305cc91eb0e6c3ba960b5dad548306fd0f4d,129,4.3,1.0,1,1,0.099772,0.0,30,1,0.0
ETH,0x3f7fa26ca24acc218000dd72216146d585577df7,2861,8.94,1.0389,5,1,0.276388,0.0542,122,1,0.0
ETH,0x2368beb43da49c4323e47399033f5166b5023cda,216,6.55,1.2414,4,1,12.232715,0.0046,39,1,0.0
ETH,0xc7a4bf373476e265fc1b428cc4110e83ae32e8a3,17,1.55,1.0,1,1,0.085721,0.2353,10,1,0.0
ETH,0xf9172446f3b6f0d027ef8f0a7fafa117ff5439c2,2369,8.87,1.0857,16,1,110.866941,0.1693,273,1,0.0
ETH,0x8e2e5ece3b1f6f33851d62130ea90cf5bf523c21,175,5.47,1.0,1,1,3.500944,0.16,27,1,0.001
ETH,0x3825c8ba07166f34ce9a2cd1e08a68b105c82cb9,4265,7.08,1.0609,15,1,11.710015,0.3442,238,1,0.0
ETH,0x47169f78750be1e6ec2deb2974458ac4f8751714,8629,19.61,1.038,17,1,59.147706,0.1111,561,1,0.0
ETH,0x2e6236591bfa37c683ce60d6cfde40396a114ff1,10000,32.68,1.0147,3,1,0.17985,0.2206,327,1,0.0
ETH,0x477c8b3e93c5dd69f5a64944a23d05131dc6a365,470,17.41,1.526,6,1,0.233596,0.0596,430,1,0.0007
ETH,0xad5723c4f7b4c478e09688f96a7a477b0d1196fd,2476,26.91,1.4513,58,1,6.614845,0.0969,236,1,0.1
ETH,0xbc817a495f0114755da5305c5aa84fc5ca7ebabd,227,5.97,1.0558,8,1,10.703975,0.1894,75,1,0.0
ETH,0x46773c8cc1f9b4f67b0b32ee0da2d0776442da04,636,5.13,1.1691,11,1,1.459384,0.2044,206,1,0.0
ETH,0xb189b9f0bfce11cedd5bac2284365ab481067d86,2416,4.57,1.1113,24,1,1.995604,0.2165,834,1,0.0
ETH,0xc2b32ac95d9236eacfea6cab5842ef508cb8d00e,30,3.0,1.0714,3,1,1.055297,0.3667,8,1,0.0
ETH,0x183febd8828a9ac6c70c0e27fbf441b93004fc05,9654,21.31,1.3039,34,1,5.5485,0.1624,780,1,0.0
ETH,0x17e32fdb2c47b2e46245e3ad25228cd3faff230f,3876,5.87,1.0496,9,1,3.322715,0.1104,857,1,0.0
ETH,0x2015443bf7c77be03e5ffa03ebf2a49c59082ef3,17,1.89,1.0625,2,1,0.913047,0.3529,10,1,0.0
ETH,0x94bc531328e2b39c53b7d2ebb8461e794d7999a1,193,1.95,1.0,1,1,4.30556,0.2176,99,1,0.0
ETH,0xf938a9619b5ef9895ae40b757a259a2eed98bc1f,772,4.02,1.0432,6,1,6.714649,0.1684,233,1,0.0
ETH,0x5eb2252ae256e28e784a0d8ae13893033aaf60ab,1991,5.62,1.0148,9,1,1.465388,0.4008,193,1,0.0
ETH,0xf83bb746e49657642f0d4d52ccb73653d526a871,71,2.73,1.0,1,1,4.209413,0.2817,21,1,0.0
ETH,0x75fbba8f8e7f598971c778f051c806de5ca2292b,48,2.53,1.0,1,1,2.452919,0.1667,15,1,0.0
ETH,0xf9f24b9a5fcff3542ae3361c394ad951a8c0b3e1,120,4.29,1.0084,2,1,0.490422,0.0583,35,1,0.0102
ETH,0x078d2ea0338e24aec24ce13f60a9ed4c8fa08676,58,2.32,1.0,1,1,2.303674,0.2241,19,1,0.0
ETH,0xcfe7111ed9b7383ac05f29c63aca5b0caf2fa653,40,2.22,1.0,1,1,2.286256,0.225,15,1,0.0
ETH,0xc0be69a5a0c1dce0d98649532f27cd3824f6061f,74,6.73,1.3455,16,1,0.302729,0.0541,54,1,0.0008
ETH,0x336fb417a8d13c88163683ff7408433faeb28bdf,13,1.86,1.0833,2,1,4.417563,0.1538,11,1,0.0
ETH,0x7e79f79d980e1c53afdd92fd4bed3565dcdcc050,92,5.11,1.5862,6,1,2.16585,0.0217,17,1,0.0
ETH,0x2c961390a6e66de019d70defe3a5991e69ca2261,107,5.1,1.6212,6,1,2.148195,0.0374,19,1,0.0
ETH,0xb4e37454f277ea99aa0b7db2f5ba8dce8b4b7cee,92,5.11,1.9167,6,1,2.135543,0.0217,16,1,0.0
ETH,0x5ad96299899e2756d9e156649c7a38a70be5d0ee,93,4.89,1.8235,6,1,2.126767,0.0215,17,1,0.0
ETH,0x1411c998cecc3f8ec81b8dd4729d032e4eb3f3b1,105,5.25,1.7213,6,1,2.008817,0.019,17,1,0.0
ETH,0x21d0f1a5537d627d78531ce5a7c09af9828fae4c,75,4.17,1.7045,6,1,2.364889,0.0267,16,1,0.0
ETH,0x8671914768b9fd6b507929469b206eb81439cfa8,113,5.14,1.7385,6,1,1.945336,0.0354,18,1,0.0
ETH,0xe782e9318f6abb866ac59ad139d1f0138a9ac7ba,79,4.39,1.6458,6,1,2.309814,0.0253,16,1,0.0
ETH,0x9e01fa73e07a1ebfb261f50c0b95fad3c45a9852,13,1.86,1.0,1,1,4.417563,0.1538,11,1,0.0
ETH,0xfa0c4a228be71fc19ef8f7013ef6681a649cf125,56,2.0,1.0,1,1,1.961845,0.2679,20,1,0.0
ETH,0x5ad4864d36f7fe63f657a6e862117f688d263f3d,129,2.87,1.0157,2,1,6.67403,0.155,36,1,0.0
ETH,0x91bfb5b3ca2292dbbac26546df8182de9db8ff78,95,13.57,5.2778,60,1,0.237205,0.0947,12,1,0.0
ETH,0x3688c616270acdc1ab09b83d6986034271b71009,91,2.6,1.0,1,1,0.418562,0.2527,23,1,0.0
ETH,0x89aafa3488b07b2e88d06249e53c0506394433f4,1642,6.59,1.1301,7,1,2.713402,0.2728,592,1,0.0
ETH,0xc1a065a2d29995692735c82d228b63df1732030e,2261,13.15,1.0139,6,1,9.086763,0.1455,218,1,0.0
ETH,0xeb54f65775e6a2a42e243823d86486a64fd1f0d6,2937,24.68,1.0177,9,1,7.005476,0.1597,190,1,0.1
ETH,0x992f2864daa339ddab9ec14003c3cca1304bd6aa,1342,23.54,1.2289,10,1,1.079046,0.0596,41,1,0.1
ETH,0x2bf90726636273b910ab0ea72cc3a2598aebf1f2,1852,19.29,1.0027,2,1,5.416904,0.1339,83,1,0.1
ETH,0xab3c379ab712b2671db021b6baf32c8d9b536131,256,5.69,1.0079,2,1,2.019724,0.1953,27,1,0.0
ETH,0xf1dc06a5edd6201aaaca153b96611f4efaf0760b,231,5.02,1.0312,4,1,2.074434,0.1688,24,1,0.0
ETH,0xc93a9cab33975869e94f458ce590de4643d102c4,5714,63.49,1.0049,4,1,0.939527,0.1762,82,1,0.1
ETH,0x13e690b6335c4357db9e687ebe2309c9cac791b5,276,3.21,1.0415,3,1,0.718827,0.2101,50,1,0.0
ETH,0x2101e095244b4fd2ff228725faa692fd7261c074,1122,3.72,1.02,2,1,1.343878,0.1016,216,1,0.0
ETH,0x0d84597a0cf27e73e52bc6cccfa3a5e3cccae3da,925,4.47,1.1131,9,1,7.977445,0.2108,210,1,0.0
ETH,0xf897ca9906f10d0a2049321d745ad3b055875924,333,7.74,1.0639,10,1,1.85638,0.0781,25,1,0.0
ETH,0xd6ef90f002b659dba6aae409ab45a94a88ac2db9,335,7.79,1.0703,10,1,2.107472,0.0836,25,1,0.0
ETH,0xfaaeceecfe58d9bc2b3061ddc1a227cf86062e32,332,7.06,1.071,10,1,1.968817,0.0873,23,1,0.0
ETH,0x31228322429e78397ff094ccebe9655f9e9a247f,1169,23.86,1.169,10,1,1.17734,0.0282,33,1,0.0
ETH,0x9a934f369d97461705982af8f7637254198bff81,1234,26.26,1.1981,10,1,1.061936,0.0227,29,1,0.1
ETH,0x0982a0bf061f3cec2a004b4d2c802f479099c971,2241,4.16,1.1018,10,1,0.402282,0.033,417,1,0.0
ETH,0xd3eb6a4a259cb46984573221856a8eb51420ab9f,487,5.29,1.0021,2,1,2.070916,0.0,66,1,0.0
ETH,0x4606af523e89b9fb36409d0b3177c5ab714ac843,1449,26.83,2.76,42,1,0.038276,0.1173,15,1,0.0
ETH,0x4602adbfe84beb925c924c19d3ae353688389265,212,2.0,1.0192,2,1,3.079439,0.0519,76,1,0.0
ETH,0xe04f921cf3d6c882c0faa79d0810a50b1101e2d4,38,2.24,1.0,1,1,1.430423,0.0,12,1,0.0
ETH,0x4feab5a039f84b18cbe152335321778b2f8a47d6,259,4.71,1.0237,2,1,0.121527,0.0,20,1,0.02
ETH,0xe3c65cc2c0b6f85cf6b30c39e7716dc2ae995c8c,15,2.5,1.0,1,1,1.075995,0.2,8,1,0.12
ETH,0x8870628aa0fef5cf92374a092ae42c8999a58471,2878,31.63,3.1766,32,1,0.089697,0.0827,175,1,0.0
ETH,0xe83eb4f82bb94819ba51c6ffcdae659005de8288,66,3.47,1.1786,4,1,0.047986,0.0152,14,1,0.005
ETH,0x8995839b9e8c4426c7123cfd877b09c93434aa1e,4664,64.78,1.0013,2,1,0.10363,0.1554,21,1,0.005
ETH,0xe9b258184fe55278625b74cb246a9426a9a34063,104,2.67,1.0297,2,1,1.313119,0.0288,24,1,1.0
ETH,0x814c2179f7d2a1d4aaa1acb9e8379b356334fcbd,5429,78.68,1.2982,67,1,0.118467,0.1232,1481,1,0.00525
ETH,0x1b105987ac7c63de8e872c95f6e1f9a427b032ad,8,2.0,1.0,1,1,0.048671,0.125,5,1,0.119139
ETH,0xcc7172421e267e332146fe41f7f8c92576fb7c1c,48,2.29,1.0213,2,1,0.068116,0.0208,15,1,0.0
ETH,0x41b888be6e9dccf4316df7454176f75b72f640de,10000,38.17,1.1527,16,1,0.712513,0.1293,283,1,0.0
ETH,0x85dcefcee505992c8e961589bba5597c80bd5f0f,169,16.9,1.4569,7,1,0.014349,0.2308,28,1,0.0
ETH,0xd6bb13de7363323d0b07be8edfb7b0a992edc1d0,6,1.5,1.0,1,1,0.044208,0.0,5,1,0.0
ETH,0x865d7eb5db37cc02ec209dd778f4e3851a421a20,1138,2.42,1.0299,4,1,0.054202,0.0202,417,1,0.0
ETH,0xd36671d528923f1d6d1a78ac4566f16e9b9487f7,161,1.73,1.0255,3,1,0.315307,0.1677,75,1,0.0
ETH,0x5f1088110edcba27fc206cdcc326b413b5867361,10000,17.79,1.3576,24,1,0.408861,0.2656,255,1,0.0
ETH,0x8380d1c04705af662ece8a3ee5255e83bb2e35ca,2569,8.21,1.0146,7,1,0.278305,0.1756,297,1,0.0
ETH,0xc0de226d38c0c40487bb5f851db8798f6379c2f4,635,7.3,1.0047,2,1,0.17107,0.0205,58,1,0.0
ETH,0x3a30cd36cb01ff2d10571919f3aa21d00b2925cf,294,6.84,1.5892,7,1,0.250733,0.0918,18,1,0.0
ETH,0xf0f0da16e817f0bfcbda118e82cf0ed78a1ae6ab,1171,8.61,1.0052,3,1,1.05407,0.0914,121,1,0.0
ETH,0xd04540b58b6e9d30578aa91ad5d7cd442190038e,67,5.58,1.0152,2,1,0.91397,0.0597,15,1,0.0
ETH,0x73cd3f3400a41d09b007f41a379ded5921ec5227,561,17.0,1.0625,3,1,0.668014,0.0535,50,1,0.0
ETH,0xb04b473418b6f09e5a1f809ae2d01f14211e03ff,3175,15.88,1.0359,8,1,2.341969,0.1994,540,1,0.0
ETH,0x1ecc246891e1430f8bf297547e02887d230c39b6,759,5.46,1.012,2,1,0.074273,0.0725,135,1,0.0
ETH,0x6696fee394bb224d0154ea6b58737dca827e1960,3572,9.6,1.0133,18,1,1.190429,0.2035,315,1,0.0
ETH,0x71009e9e4e5e68e77ecc7ef2f2e95cbd98c6e696,1242,5.67,1.0189,3,1,0.593641,0.1908,136,1,0.0
ETH,0xa7389bdae0be73c10f5fdd429d2ba5258e5cd3ec,257,4.94,1.0198,3,1,2.254949,0.0195,63,1,0.0
ETH,0x05f2c11996d73288abe8a31d8b593a693ff2e5d8,5586,8.34,1.0514,7,1,1.961312,0.1369,754,1,0.0
ETH,0xe07b178b1d663994460f42e36d7e0b45eab715e5,8858,70.3,1.1534,8,1,1.525725,0.0404,106,1,0.0
ETH,0xd53bb342dcc659d51e5dc070386df1d1c0f8d2d0,506,3.51,1.052,5,1,4.066928,0.1166,125,1,0.0
ETH,0x1b22136d1dde8644719fa4da2fc93d60b2e05ff4,2504,89.43,1.0064,9,1,0.055218,0.1621,53,1,0.000269728929964752
ETH,0x2840c52b4a2e93585120ffb010551af94add41ec,355,4.44,1.0201,3,1,0.106163,0.2056,57,1,0.0
ETH,0x2aaae414348ede8fb28731bb0784d151197883a8,176,6.07,1.0,1,1,0.219705,0.0568,37,1,0.0
ETH,0x825d5d0df3b2d59f69cc673f041ca91a296b8183,10000,133.33,3.0377,301,1,1.137676,0.269,2059,1,0.0
ETH,0xcdc5b8d4d2dec9a0b8a3efe804f616f4481fa180,107,3.24,1.3718,14,1,0.192018,0.2336,17,1,0.0
ETH,0x802ddd779951f4197793a9be694820b27c45a4cd,233,8.03,1.3314,19,1,0.134605,0.2275,18,1,0.0
ETH,0xf098d79ca2a70e0a09de6538a0e11572639123db,464,3.44,1.0667,5,1,0.367047,0.0151,111,1,0.0
ETH,0xa96c206f11a94a7b9dc341ca44eaa831a264716f,318,7.07,1.078,5,1,0.435388,0.173,46,1,0.0
ETH,0xc5d33a65cb1f9a30db0ec639b0df94c87e380c8f,223,4.85,1.0136,2,1,0.36106,0.278,50,1,0.0
ETH,0xbbdc1d406c4aaee056dbbd0394d80eedba67de93,498,4.74,1.0733,5,1,0.126231,0.49,69,1,0.0
ETH,0xb3140651fb78ff9bbe66f94a413b4f6924e4ebfb,647,7.35,1.0125,3,1,1.314441,0.0896,111,1,0.0
ETH,0x84ecb387395a1be65e133c75ff9e5fcc6f756db3,9002,15.26,1.4362,57,1,1.837474,0.2858,649,1,0.0
ETH,0x5c035bb4cb7dacbfee076a5e61aa39a10da2e956,10000,28.41,1.2671,29,1,1.590514,0.2493,522,1,0.0
ETH,0x4f574642be8c00bd916803c4bc1ec1fc05efa5cf,896,4.17,1.0056,2,1,1.391753,0.0089,124,1,0.0
ETH,0xe40ffea88309174321ef230e10bfccc7c2687f76,591,10.55,1.0103,5,1,0.79723,0.0914,81,1,0.0
ETH,0x2439088b0eb941107ce6d6a629b939100f9bb064,4,1.0,1.0,1,1,0.112152,0.0,3,0,0.2
ETH,0xe656a5ff3973650ea38f00680deabaa43a84cb02,30,3.75,1.0,1,1,0.918497,0.0,12,1,0.0
ETH,0x7e7e2bf7edc52322ee1d251432c248693ecd9e0f,3009,7.08,1.0532,30,1,2.847621,0.1296,370,1,0.0
ETH,0xf46a499a65b9c56a58165f88913ad201b068d249,170,14.17,1.8478,4,1,0.696515,0.1412,10,1,0.0
ETH,0x426f95d39ef48da379be5cecdd527a6a3e35d513,56,2.33,1.0,1,1,0.619699,0.1071,10,1,0.0
ETH,0x33b0960a41cbd8d83e5ccc7567c3925f5c93b31d,912,5.15,1.0483,4,1,0.269404,0.2204,70,1,0.0
ETH,0xb9fedb203920981e26d84a4dea867b4927085074,2054,10.02,1.0064,3,1,0.297256,0.2269,225,1,0.0
ETH,0x05a9803130fd9715465c5b8d674c7bd01fa55774,64,2.78,1.0159,2,1,1.502172,0.1562,8,1,0.0
ETH,0xebce58dbf23dc83ed01684d244da986557f36a8b,23,1.21,1.0,1,1,0.301848,0.1739,5,1,0.0
ETH,0x74f3e7a15099a653885bcc8c31d354fef7c221c1,1741,10.81,1.3928,30,1,0.191954,0.0149,151,1,0.0
ETH,0xd5fa3017a6af76b31eb093dfa527ee1d939f05ea,555,6.45,1.0146,4,1,1.911147,0.0144,128,1,0.0
ETH,0x804445017f8b947735b6e81d84e77dd7874976ee,1081,4.02,1.0546,12,1,1.614721,0.2202,203,1,0.0
ETH,0xc29a36e3fdd7a2e7484f8142a1ae8baf86068b76,1924,8.37,1.0132,3,1,0.077016,0.2069,148,1,0.0
ETH,0x6162cb686f862fd1b7756fe9967edb7daf488378,3193,5.9,1.0827,13,1,6.045523,0.2324,762,1,0.0
ETH,0x9bc524d49ffe972114eb0045f7d1c8e9f1278408,840,9.44,1.0169,4,1,0.247387,0.0333,149,1,0.0
ETH,0xac707a1b4396a309f4ad01e3da4be607bbf14089,1661,4.43,1.0097,3,1,0.698719,0.0915,347,1,0.0
ETH,0x074f21a36217d7615d0202faa926aefebb5a9999,3822,5.64,1.0195,4,1,1.306678,0.072,348,1,0.0
ETH,0xe8b1c589e86def7563ad43bebddb7b1677bec9a9,536,8.38,1.0328,4,1,0.576257,0.3041,60,1,0.0
ETH,0xb5a28b0752ce06c41d8965cf431c759d888a162a,676,6.32,1.0196,6,1,1.526669,0.2973,96,1,0.0
ETH,0x8c691931c6c4ecd92ecc26f9706faaf4aebe137d,1913,24.84,1.0053,6,1,0.295759,0.2734,93,1,0.0
ETH,0x0f4e341362baa28dd2b74c3ca6377e4e6bda00e8,332,4.96,1.0311,3,1,2.03399,0.2048,83,1,0.0
ETH,0xab4485ca338b91087a09ae8bc141648bb1c6e967,3493,8.71,1.0393,12,1,0.552222,0.1995,271,1,0.0
ETH,0x92421097f5a6b24b45e94a5297e220622dcdbd5a,637,4.11,1.0408,9,1,0.892636,0.237,113,1,0.0
ETH,0xf796b8fb98c7c98fd4b5424ced013820d1f2ee76,7928,15.1,1.0835,8,1,2.299002,0.0474,436,1,0.0
ETH,0x2d4c1a1b512ca261ba389741be2d53f17d5f5771,1370,13.56,1.0216,9,1,8.728718,0.1445,171,1,0.0
ETH,0x188ea4a22b6648aead44d23dc3338fe33c01d9c1,33,3.0,1.0645,2,1,0.492566,0.0303,9,1,0.0
ETH,0xc4fb8a194ee8dacd2e91e5c8e1d9fb843e440d5b,612,3.87,1.0183,4,1,6.082549,0.0082,101,1,0.0
ETH,0xee54d208f62368b4effe176cb548a317dcae963f,834,3.12,1.0171,4,1,3.218273,0.0048,182,1,0.0
ETH,0x7406047d76c57e5b6e67d2fa54f264af46ec354c,866,6.98,1.0249,3,1,1.092687,0.0855,130,1,0.0
ETH,0x7dba7cc01ebec00ba3a777308ce6d8f08c0b2b00,575,7.19,1.0195,2,1,1.064464,0.1617,97,1,0.0
ETH,0x86fa50f8e1ce0798a7502a88941610ae61d396f3,463,23.15,1.0595,12,1,0.091236,0.2311,56,1,0.0
ETH,0x531c2a3328555f0b77f48d79613fe545d329f076,993,5.02,1.0122,3,1,0.346025,0.1309,192,1,0.0
ETH,0xc96c21ff6f76b83442cc78c3745dac7b7b2324ee,152,5.63,1.0133,2,1,1.125532,0.1711,26,1,0.0
ETH,0x519eded26417c6f019a5e76108de1c0a35365c1b,1081,24.02,1.0404,6,1,0.426726,0.1721,54,1,0.0
ETH,0x21db5ce96df3b94a9def892b01f8a5a061630a9e,1023,6.6,1.0323,5,1,0.940891,0.2512,137,1,0.0
ETH,0x2218efbd82d84b843464c5d98be912c72a34c180,1073,12.62,1.018,3,1,0.038354,0.1622,52,1,0.0
ETH,0x388a10643e810e740db56537dbe78871d45ab97f,613,8.07,1.0986,9,1,40.285787,0.1387,81,1,0.0
ETH,0xd888ec668541a72c3b7040242ab337fc2deb0c7d,651,4.07,1.0124,3,1,1.425128,0.3057,174,1,0.0
ETH,0x321535ae43f4050d20d7bc053ba6d8b5bf6e7879,1177,39.23,1.0129,5,1,0.178893,0.1699,15,1,0.0
ETH,0xe22b6a70a099e728c0cb9014fb1de26e1ff1b430,906,3.84,1.0067,4,1,1.559275,0.0629,141,1,0.0
ETH,0x2858453977f416185d4cca2781c4d1520c059a6f,886,10.55,1.0091,2,1,0.71881,0.2133,71,1,0.0
ETH,0x5409e9e2f6cc8340d307fa15e0728adad54d6e8c,2628,15.83,1.0139,3,1,2.036168,0.1739,209,1,0.0
ETH,0x38ad985e6c6f4519588cc2b86fb3d0f137673e9c,317,10.23,1.0096,3,1,0.848611,0.1136,52,1,0.0
ETH,0xa6c272ea48868b46a9e40865bd8947b3bbd5e746,366,10.17,1.011,3,1,0.038712,0.194,46,1,0.0
ETH,0x4e0ffe26190a3b7d5f8c009ade26053e448a7071,291,7.28,1.0175,3,1,0.652877,0.2955,45,1,0.0
ETH,0xf389695d89f3782e1b588b4d46061ae1356b17a9,8211,26.75,1.1609,17,1,1.180772,0.0537,203,1,0.0
ETH,0x1003c7fccdd6d364c5639696d9c4214c0b289f90,603,20.1,1.0186,3,1,0.110574,0.3051,14,1,0.0
ETH,0x15fda64fcdbca27a60aa8c6ca882aa3e1de4ea41,4552,8.79,1.2042,13,1,3.42852,0.1336,491,1,0.0
ETH,0x183b7d5dcb715e355e06730452336e7a525badd7,142,3.94,1.0,1,1,0.189238,0.0845,30,1,0.0
ETH,0xba21d01125d6932ce8abf3625977899fd2c7fa30,1043,4.04,1.0215,3,1,0.411,0.2157,176,1,0.0
ETH,0x2c27416a38d9af2277c7dc6834817dd773146b47,321,14.59,1.0,1,1,0.022524,0.3115,12,1,0.0
ETH,0x8c9d24a7dcf06d0854fc8affd1ed36c1246701c2,458,3.88,1.1624,15,1,0.959442,0.1397,110,1,0.0
ETH,0x0309423b2ea0c267c6f972b46b287e507db3fd4d,819,81.9,1.0315,2,1,0.548459,0.0635,12,1,0.0
ETH,0xc27f1094f3d64f3636e011717ceae2ce4a9b45d0,13,1.44,1.0,1,1,0.40136,0.2308,5,1,0.0
ETH,0xc812b8054dbaff50a8ce8ce5762013fe4976980d,271,3.11,1.0,1,1,0.609146,0.0923,44,1,0.0
ETH,0x7b097bd61c28aa8380e5081ee298444a67e77353,174,2.76,1.0175,3,1,0.201802,0.3218,83,1,0.0
ETH,0xe632a7bd3018246b2c2667e33000652d4bba43a2,1938,16.71,1.0689,11,1,0.049087,0.1393,208,1,0.0
ETH,0x24e58ab17b5471759c8edf61f5b4e78c43250115,3968,8.42,1.1152,13,1,8.611262,0.2394,601,1,0.0
ETH,0xea5d08bc7d5df9270cfe0af331bbe5261ea0cc64,3619,5.35,1.0092,4,1,3.256555,0.1876,312,1,0.0
ETH,0x63e8375dbb9df13ab0cd217ccc46fae376b609c1,1379,6.13,1.008,4,1,0.219293,0.1864,200,1,0.0
ETH,0x55cb4b3880e9197727319882c3fc3c954d04434e,238,3.97,1.0868,6,1,0.480236,0.0714,41,1,0.0
ETH,0xfee91dc6d1cda924feb8703231da8a5e6dc9db48,1142,6.76,1.1023,10,1,1.205207,0.1436,155,1,0.0
ETH,0xb0b5444669bf02f7d05f558047e25c7fe3708f6d,326,5.34,1.0156,2,1,2.92474,0.0184,82,1,0.0
ETH,0x8f1a667590014bf2e78b88eb112970f9e3e340e5,2626,4.17,1.033,4,1,0.751032,0.1961,319,1,0.0
ETH,0x6d60dbf559bbf0969002f19979cad909c2644dad,432,6.55,1.0117,3,1,0.634861,0.2778,57,1,0.0
ETH,0x7456d66356ad7442e13b6cdb29cc78875339a714,154,3.85,1.0132,2,1,0.205226,0.2857,17,1,0.0
ETH,0x7aab41a2b1e8d9195b50143e32bef20b5eacfd91,1770,37.66,1.0178,6,1,0.47561,0.1994,74,1,0.0
ETH,0x1cbf4525bdf8ac9c57b27b3221b5ae299e736652,346,26.62,1.039,2,1,0.056812,0.0318,20,1,0.002338046077521258
ETH,0xacdbf57151502dd9c32bcb8707a15d7a5a906c80,91,6.5,1.0,1,1,0.241179,0.011,15,1,0.0
ETH,0x512d75b898fcb04f7e2496fa746d94b10836282e,71,2.96,1.0,1,1,0.158751,0.0141,21,1,0.0
ETH,0x008ca4f1ba79d1a265617c6206d7884ee8108a78,2943,5.82,1.0301,7,1,2.569286,0.2413,663,1,0.0
ETH,0x2ab2a24c3f76382705179fc3f15b48034195239a,1021,14.38,1.0099,4,1,0.087032,0.1734,130,1,0.0
ETH,0x8473866462ba30e4f95fba43b8cc34731bd781d4,235,5.0,1.0398,4,1,3.551702,0.2723,45,1,0.0
ETH,0x080b5942be4dba6cccf8fa9601353adfdf474509,444,9.45,1.0114,5,1,0.070963,0.3288,50,1,0.0
ETH,0xeae5994b548cb5df3ac66efc9c3b0ad6d901c6ab,39,3.0,1.0263,2,1,0.001513,0.1795,16,1,0.0
ETH,0x7fde52b233f22a4f1746373907a2037d6999675c,41,3.15,1.0,1,1,0.001372,0.1463,15,1,0.0
